id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
789.0,48.0,6224.0,4.0,4.0,50.0,1.0,1.0,0<=X<200,delayed previously,education,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
790.0,40.0,5998.0,4.0,3.0,27.0,1.0,1.0,<0,critical/other existing credit,education,<100,1<=X<4,male single,none,no known property,bank,own,skilled,yes,yes,bad
791.0,21.0,1188.0,2.0,4.0,39.0,1.0,2.0,0<=X<200,existing paid,business,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
792.0,24.0,6313.0,3.0,4.0,41.0,1.0,2.0,no checking,existing paid,used car,no known savings,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
793.0,6.0,1221.0,1.0,2.0,27.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,no known savings,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
794.0,24.0,2892.0,3.0,4.0,51.0,1.0,1.0,>=200,existing paid,furniture/equipment,<100,>=7,male div/sep,none,no known property,none,for free,skilled,none,yes,good
795.0,24.0,3062.0,4.0,3.0,32.0,1.0,1.0,no checking,existing paid,furniture/equipment,500<=X<1000,>=7,male single,none,no known property,none,rent,skilled,yes,yes,good
796.0,9.0,2301.0,2.0,4.0,22.0,1.0,1.0,no checking,existing paid,furniture/equipment,100<=X<500,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
797.0,18.0,7511.0,1.0,4.0,51.0,1.0,2.0,<0,existing paid,used car,no known savings,>=7,male single,none,life insurance,none,for free,skilled,yes,yes,bad
798.0,12.0,1258.0,2.0,4.0,22.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,unskilled resident,none,yes,good
799.0,24.0,717.0,4.0,4.0,54.0,2.0,1.0,no checking,delayed previously,new car,no known savings,>=7,male mar/wid,none,car,none,own,skilled,yes,yes,good
800.0,9.0,1549.0,4.0,2.0,35.0,1.0,1.0,0<=X<200,existing paid,new car,no known savings,<1,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,good
801.0,24.0,1597.0,4.0,4.0,54.0,2.0,2.0,no checking,critical/other existing credit,education,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
802.0,18.0,1795.0,3.0,4.0,48.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,>=7,female div/dep/mar,guarantor,real estate,bank,rent,unskilled resident,yes,yes,good
803.0,20.0,4272.0,1.0,4.0,24.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
804.0,12.0,976.0,4.0,4.0,35.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,car,none,own,skilled,none,yes,good
805.0,12.0,7472.0,1.0,2.0,24.0,1.0,1.0,0<=X<200,existing paid,new car,no known savings,unemployed,female div/dep/mar,none,real estate,none,rent,unemp/unskilled non res,none,yes,good
806.0,36.0,9271.0,2.0,1.0,24.0,1.0,1.0,<0,existing paid,new car,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,bad
807.0,6.0,590.0,3.0,3.0,26.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,real estate,none,own,unskilled resident,none,no,good
808.0,12.0,930.0,4.0,4.0,65.0,4.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,real estate,none,own,skilled,none,yes,good
809.0,42.0,9283.0,1.0,2.0,55.0,1.0,1.0,0<=X<200,all paid,used car,<100,unemployed,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,good
810.0,15.0,1778.0,2.0,1.0,26.0,2.0,1.0,0<=X<200,no credits/all paid,new car,<100,<1,female div/dep/mar,none,real estate,none,rent,unemp/unskilled non res,none,yes,bad
811.0,8.0,907.0,3.0,2.0,26.0,1.0,1.0,0<=X<200,existing paid,business,<100,<1,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
812.0,6.0,484.0,3.0,3.0,28.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male mar/wid,guarantor,real estate,bank,own,unskilled resident,none,yes,good
813.0,36.0,9629.0,4.0,4.0,24.0,2.0,1.0,<0,critical/other existing credit,used car,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,bad
814.0,48.0,3051.0,3.0,4.0,54.0,1.0,1.0,<0,existing paid,domestic appliance,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,bad
815.0,48.0,3931.0,4.0,4.0,46.0,1.0,2.0,<0,existing paid,new car,<100,4<=X<7,male single,none,no known property,none,for free,skilled,none,yes,bad
816.0,36.0,7432.0,2.0,2.0,54.0,1.0,1.0,0<=X<200,delayed previously,new car,<100,1<=X<4,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
817.0,6.0,1338.0,1.0,4.0,62.0,1.0,1.0,no checking,existing paid,domestic appliance,500<=X<1000,1<=X<4,male div/sep,none,real estate,none,own,skilled,none,yes,good
818.0,6.0,1554.0,1.0,2.0,24.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,yes,yes,good
819.0,36.0,15857.0,2.0,3.0,43.0,1.0,1.0,<0,existing paid,other,<100,unemployed,male div/sep,co applicant,car,none,own,high qualif/self emp/mgmt,none,yes,good
820.0,18.0,1345.0,4.0,3.0,26.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,bad
821.0,12.0,1101.0,3.0,2.0,27.0,2.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
822.0,12.0,3016.0,3.0,1.0,24.0,1.0,1.0,>=200,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,good
823.0,36.0,2712.0,2.0,2.0,41.0,1.0,2.0,<0,existing paid,furniture/equipment,<100,>=7,male single,none,life insurance,bank,own,skilled,none,yes,bad
824.0,8.0,731.0,4.0,4.0,47.0,2.0,1.0,<0,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,unskilled resident,none,yes,good
825.0,18.0,3780.0,3.0,2.0,35.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,<1,male div/sep,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
826.0,21.0,1602.0,4.0,3.0,30.0,2.0,1.0,<0,critical/other existing credit,new car,<100,>=7,male mar/wid,none,car,none,own,skilled,yes,yes,good
827.0,18.0,3966.0,1.0,4.0,33.0,3.0,1.0,<0,critical/other existing credit,new car,<100,>=7,female div/dep/mar,none,real estate,bank,rent,skilled,yes,yes,bad
828.0,18.0,4165.0,2.0,2.0,36.0,2.0,2.0,no checking,no credits/all paid,business,<100,1<=X<4,male single,none,car,stores,own,skilled,none,yes,bad
829.0,36.0,8335.0,3.0,4.0,47.0,1.0,1.0,<0,existing paid,used car,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
830.0,48.0,6681.0,4.0,4.0,38.0,1.0,2.0,0<=X<200,delayed previously,business,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,good
831.0,24.0,2375.0,4.0,2.0,44.0,2.0,2.0,no checking,delayed previously,business,500<=X<1000,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
832.0,18.0,1216.0,4.0,3.0,23.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,rent,skilled,yes,yes,bad
833.0,45.0,11816.0,2.0,4.0,29.0,2.0,1.0,<0,no credits/all paid,business,<100,>=7,male single,none,car,none,rent,skilled,none,yes,bad
834.0,24.0,5084.0,2.0,4.0,42.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
835.0,15.0,2327.0,2.0,3.0,25.0,1.0,1.0,>=200,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,bad
836.0,12.0,1082.0,4.0,4.0,48.0,2.0,1.0,<0,no credits/all paid,new car,<100,1<=X<4,male single,none,car,bank,own,skilled,none,yes,bad
837.0,12.0,886.0,4.0,2.0,21.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
838.0,4.0,601.0,1.0,3.0,23.0,1.0,2.0,no checking,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,good
839.0,24.0,2957.0,4.0,4.0,63.0,2.0,1.0,<0,critical/other existing credit,used car,<100,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
840.0,24.0,2611.0,4.0,3.0,46.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male mar/wid,co applicant,real estate,none,own,skilled,none,yes,good
841.0,36.0,5179.0,4.0,2.0,29.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,bad
842.0,21.0,2993.0,3.0,2.0,28.0,2.0,1.0,no checking,delayed previously,used car,<100,1<=X<4,male single,none,real estate,stores,own,unskilled resident,none,yes,good
843.0,18.0,1943.0,4.0,4.0,23.0,1.0,1.0,no checking,existing paid,repairs,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
844.0,24.0,1559.0,4.0,4.0,50.0,1.0,1.0,no checking,all paid,business,<100,4<=X<7,male single,none,car,bank,own,skilled,yes,yes,good
845.0,18.0,3422.0,4.0,4.0,47.0,3.0,2.0,no checking,existing paid,furniture/equipment,<100,>=7,male single,none,life insurance,bank,own,skilled,yes,yes,good
846.0,21.0,3976.0,2.0,3.0,35.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
847.0,18.0,6761.0,2.0,4.0,68.0,2.0,1.0,no checking,existing paid,new car,no known savings,1<=X<4,male single,none,car,none,rent,skilled,none,yes,bad
848.0,24.0,1249.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,new car,<100,<1,male mar/wid,none,real estate,none,own,skilled,none,yes,good
849.0,9.0,1364.0,3.0,4.0,59.0,1.0,1.0,<0,existing paid,radio/tv,<100,4<=X<7,male single,none,real estate,none,own,skilled,none,yes,good
850.0,12.0,709.0,4.0,4.0,57.0,1.0,1.0,<0,existing paid,radio/tv,<100,>=7,male single,none,real estate,stores,own,unskilled resident,none,yes,bad
851.0,20.0,2235.0,4.0,2.0,33.0,2.0,1.0,<0,critical/other existing credit,new car,<100,1<=X<4,male mar/wid,guarantor,life insurance,bank,rent,skilled,none,no,bad
852.0,24.0,4042.0,3.0,4.0,43.0,2.0,1.0,no checking,critical/other existing credit,used car,no known savings,4<=X<7,male single,none,life insurance,none,own,skilled,yes,yes,good
853.0,15.0,1471.0,4.0,4.0,35.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,good
854.0,18.0,1442.0,4.0,4.0,32.0,2.0,2.0,<0,all paid,new car,<100,4<=X<7,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
855.0,36.0,10875.0,2.0,2.0,45.0,2.0,2.0,no checking,delayed previously,new car,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
856.0,24.0,1474.0,4.0,3.0,33.0,1.0,1.0,no checking,existing paid,new car,100<=X<500,<1,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
857.0,10.0,894.0,4.0,3.0,40.0,1.0,1.0,no checking,existing paid,retraining,no known savings,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
858.0,15.0,3343.0,4.0,2.0,28.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,good
859.0,15.0,3959.0,3.0,2.0,29.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,bad
860.0,9.0,3577.0,1.0,2.0,26.0,1.0,2.0,no checking,existing paid,new car,100<=X<500,1<=X<4,male single,guarantor,real estate,none,rent,skilled,none,no,good
861.0,24.0,5804.0,4.0,2.0,27.0,2.0,1.0,no checking,critical/other existing credit,used car,>=1000,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
862.0,18.0,2169.0,4.0,2.0,28.0,1.0,1.0,no checking,delayed previously,business,<100,1<=X<4,male mar/wid,none,car,none,own,skilled,yes,yes,bad
863.0,24.0,2439.0,4.0,4.0,35.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,bad
864.0,27.0,4526.0,4.0,2.0,32.0,2.0,2.0,no checking,critical/other existing credit,furniture/equipment,>=1000,<1,male single,none,real estate,stores,own,unskilled resident,yes,yes,good
865.0,10.0,2210.0,2.0,2.0,25.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,bank,rent,unskilled resident,none,yes,bad
866.0,15.0,2221.0,2.0,4.0,20.0,1.0,1.0,no checking,existing paid,furniture/equipment,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
867.0,18.0,2389.0,4.0,1.0,27.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,car,stores,own,skilled,none,yes,good
868.0,12.0,3331.0,2.0,4.0,42.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,life insurance,stores,own,skilled,none,yes,good
869.0,36.0,7409.0,3.0,2.0,37.0,2.0,1.0,no checking,existing paid,business,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
870.0,12.0,652.0,4.0,4.0,24.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
871.0,36.0,7678.0,2.0,4.0,40.0,2.0,1.0,no checking,delayed previously,furniture/equipment,500<=X<1000,4<=X<7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
872.0,6.0,1343.0,1.0,4.0,46.0,2.0,2.0,>=200,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,skilled,none,no,good
873.0,24.0,1382.0,4.0,1.0,26.0,2.0,1.0,<0,critical/other existing credit,business,100<=X<500,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,good
874.0,15.0,874.0,4.0,1.0,24.0,1.0,1.0,no checking,existing paid,domestic appliance,no known savings,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
875.0,12.0,3590.0,2.0,2.0,29.0,1.0,2.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,co applicant,life insurance,none,own,unskilled resident,none,yes,good
876.0,11.0,1322.0,4.0,4.0,40.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,>=1000,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
877.0,18.0,1940.0,3.0,4.0,36.0,1.0,1.0,<0,all paid,radio/tv,<100,<1,male single,co applicant,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,good
878.0,36.0,3595.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
879.0,9.0,1422.0,3.0,2.0,27.0,1.0,1.0,<0,existing paid,new car,<100,<1,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
880.0,30.0,6742.0,2.0,3.0,36.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,good
881.0,24.0,7814.0,3.0,3.0,38.0,1.0,1.0,no checking,existing paid,used car,<100,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
882.0,24.0,9277.0,2.0,4.0,48.0,1.0,1.0,no checking,existing paid,used car,no known savings,1<=X<4,male div/sep,none,no known property,none,for free,skilled,yes,yes,good
883.0,30.0,2181.0,4.0,4.0,36.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,no known savings,>=7,male single,none,real estate,none,own,skilled,none,yes,good
884.0,18.0,1098.0,4.0,4.0,65.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,unemployed,female div/dep/mar,none,car,none,own,unemp/unskilled non res,none,yes,good
885.0,24.0,4057.0,3.0,3.0,43.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,4<=X<7,male div/sep,none,car,none,own,skilled,yes,yes,bad
886.0,12.0,795.0,4.0,4.0,53.0,1.0,1.0,<0,existing paid,education,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
887.0,24.0,2825.0,4.0,3.0,34.0,2.0,2.0,0<=X<200,critical/other existing credit,business,no known savings,4<=X<7,male single,none,no known property,none,own,skilled,yes,yes,good
888.0,48.0,15672.0,2.0,2.0,23.0,1.0,1.0,0<=X<200,existing paid,business,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,bad
889.0,36.0,6614.0,4.0,4.0,34.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
890.0,28.0,7824.0,3.0,4.0,40.0,2.0,2.0,no checking,all paid,used car,no known savings,<1,male single,guarantor,real estate,bank,rent,skilled,yes,yes,good
891.0,27.0,2442.0,4.0,4.0,43.0,4.0,2.0,<0,critical/other existing credit,business,<100,>=7,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,good
892.0,15.0,1829.0,4.0,4.0,46.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
893.0,12.0,2171.0,4.0,4.0,38.0,2.0,1.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,life insurance,bank,own,unskilled resident,none,no,good
894.0,36.0,5800.0,3.0,4.0,34.0,2.0,1.0,0<=X<200,critical/other existing credit,used car,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
895.0,18.0,1169.0,4.0,3.0,29.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,good
896.0,36.0,8947.0,3.0,2.0,31.0,1.0,2.0,no checking,delayed previously,used car,no known savings,4<=X<7,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,good
897.0,21.0,2606.0,4.0,4.0,28.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,good
898.0,12.0,1592.0,3.0,2.0,35.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,no,good
899.0,15.0,2186.0,1.0,4.0,33.0,1.0,1.0,no checking,existing paid,furniture/equipment,no known savings,4<=X<7,female div/dep/mar,none,real estate,bank,rent,unskilled resident,none,yes,good
900.0,18.0,4153.0,2.0,3.0,42.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,co applicant,car,none,own,skilled,none,yes,bad
901.0,16.0,2625.0,2.0,4.0,43.0,1.0,1.0,<0,critical/other existing credit,new car,<100,>=7,male single,guarantor,life insurance,bank,rent,skilled,yes,yes,bad
902.0,20.0,3485.0,2.0,4.0,44.0,2.0,1.0,no checking,critical/other existing credit,new car,no known savings,<1,male div/sep,none,real estate,none,own,skilled,yes,yes,good
903.0,36.0,10477.0,2.0,4.0,42.0,2.0,1.0,no checking,critical/other existing credit,used car,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
904.0,15.0,1386.0,4.0,2.0,40.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,yes,yes,good
905.0,24.0,1278.0,4.0,1.0,36.0,1.0,1.0,no checking,existing paid,radio/tv,<100,>=7,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
906.0,12.0,1107.0,2.0,2.0,20.0,1.0,2.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,good
907.0,21.0,3763.0,2.0,2.0,24.0,1.0,1.0,<0,existing paid,new car,no known savings,4<=X<7,male single,co applicant,real estate,none,own,unskilled resident,none,no,good
908.0,36.0,3711.0,2.0,2.0,27.0,1.0,1.0,0<=X<200,existing paid,education,no known savings,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,good
909.0,15.0,3594.0,1.0,2.0,46.0,2.0,1.0,no checking,delayed previously,used car,<100,<1,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,good
910.0,9.0,3195.0,1.0,2.0,33.0,1.0,1.0,0<=X<200,existing paid,new car,no known savings,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
911.0,36.0,4454.0,4.0,4.0,34.0,2.0,1.0,no checking,delayed previously,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
912.0,24.0,4736.0,2.0,4.0,25.0,1.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,car,bank,own,unskilled resident,none,yes,bad
913.0,30.0,2991.0,2.0,4.0,25.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,>=7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
914.0,11.0,2142.0,1.0,2.0,28.0,1.0,1.0,no checking,existing paid,business,>=1000,>=7,male div/sep,none,real estate,none,own,skilled,yes,yes,good
915.0,24.0,3161.0,4.0,2.0,31.0,1.0,1.0,<0,all paid,business,<100,1<=X<4,male single,none,life insurance,none,rent,skilled,yes,yes,bad
916.0,48.0,18424.0,1.0,2.0,32.0,1.0,1.0,0<=X<200,no credits/all paid,other,<100,1<=X<4,female div/dep/mar,none,life insurance,bank,own,high qualif/self emp/mgmt,yes,no,bad
917.0,10.0,2848.0,1.0,2.0,32.0,1.0,2.0,no checking,existing paid,used car,100<=X<500,1<=X<4,male single,co applicant,real estate,none,own,skilled,none,yes,good
918.0,6.0,14896.0,1.0,4.0,68.0,1.0,1.0,<0,existing paid,new car,<100,>=7,male single,none,no known property,bank,own,high qualif/self emp/mgmt,yes,yes,bad
919.0,24.0,2359.0,1.0,1.0,33.0,1.0,1.0,<0,existing paid,furniture/equipment,100<=X<500,unemployed,male div/sep,none,life insurance,none,own,skilled,none,yes,bad
920.0,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,>=7,male single,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,bad
921.0,18.0,1817.0,4.0,2.0,28.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,no known property,none,own,skilled,none,yes,good
922.0,48.0,12749.0,4.0,1.0,37.0,1.0,1.0,no checking,delayed previously,radio/tv,500<=X<1000,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
923.0,9.0,1366.0,3.0,4.0,22.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,bad
924.0,12.0,2002.0,3.0,4.0,30.0,1.0,2.0,0<=X<200,existing paid,new car,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,yes,yes,good
925.0,24.0,6872.0,2.0,1.0,55.0,1.0,1.0,<0,all paid,furniture/equipment,<100,<1,male div/sep,none,life insurance,bank,own,skilled,yes,yes,bad
926.0,12.0,697.0,4.0,2.0,46.0,2.0,1.0,<0,all paid,new car,<100,<1,male single,none,car,bank,own,skilled,yes,yes,bad
927.0,18.0,1049.0,4.0,4.0,21.0,1.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
928.0,48.0,10297.0,4.0,4.0,39.0,3.0,2.0,<0,existing paid,used car,<100,4<=X<7,male single,none,no known property,stores,for free,skilled,yes,yes,bad
929.0,30.0,1867.0,4.0,4.0,58.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,>=7,male single,none,car,none,own,skilled,yes,yes,good
930.0,12.0,1344.0,4.0,2.0,43.0,2.0,2.0,<0,delayed previously,new car,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
931.0,24.0,1747.0,4.0,1.0,24.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,male single,co applicant,life insurance,none,own,unskilled resident,none,no,good
932.0,9.0,1670.0,4.0,2.0,22.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
933.0,9.0,1224.0,3.0,1.0,30.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
934.0,12.0,522.0,4.0,4.0,42.0,2.0,2.0,no checking,critical/other existing credit,radio/tv,500<=X<1000,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
935.0,12.0,1498.0,4.0,1.0,23.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,bank,own,skilled,none,yes,good
936.0,30.0,1919.0,4.0,3.0,30.0,2.0,1.0,0<=X<200,delayed previously,radio/tv,100<=X<500,<1,male single,none,no known property,stores,own,high qualif/self emp/mgmt,none,yes,bad
937.0,9.0,745.0,3.0,2.0,28.0,1.0,1.0,>=200,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,bad
938.0,6.0,2063.0,4.0,3.0,30.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,good
939.0,60.0,6288.0,4.0,4.0,42.0,1.0,1.0,0<=X<200,existing paid,education,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
940.0,24.0,6842.0,2.0,4.0,46.0,2.0,2.0,no checking,critical/other existing credit,used car,no known savings,1<=X<4,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
941.0,12.0,3527.0,2.0,3.0,45.0,1.0,2.0,no checking,existing paid,new car,no known savings,<1,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
942.0,10.0,1546.0,3.0,2.0,31.0,1.0,2.0,no checking,existing paid,new car,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,no,good
943.0,24.0,929.0,4.0,2.0,31.0,1.0,1.0,no checking,existing paid,furniture/equipment,no known savings,4<=X<7,male single,none,car,stores,own,skilled,yes,yes,good
944.0,4.0,1455.0,2.0,1.0,42.0,3.0,2.0,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,good
945.0,15.0,1845.0,4.0,1.0,46.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,guarantor,life insurance,none,rent,skilled,none,yes,good
946.0,48.0,8358.0,1.0,1.0,30.0,2.0,1.0,0<=X<200,no credits/all paid,new car,500<=X<1000,<1,female div/dep/mar,none,car,none,own,skilled,none,yes,good
947.0,24.0,3349.0,4.0,4.0,30.0,1.0,2.0,<0,all paid,furniture/equipment,500<=X<1000,<1,male single,none,no known property,none,for free,skilled,yes,yes,bad
948.0,12.0,2859.0,4.0,4.0,38.0,1.0,1.0,no checking,existing paid,new car,no known savings,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
